base_scenario,n_replicates,n_finished_target,lambda_a_1,lambda_a_T,lambda_a_c,lambda_a_T_over_lambda_a_c,lambda_d,beta_a_R,beta_a_T,beta_d_R,beta_d_T,fraction_t_zone_binomial_p_value_below_0p05,total_time_for_analyzed_1000_deaths_after_burnin_mean,total_time_for_analyzed_1000_deaths_after_burnin_std,total_time_for_analyzed_1000_deaths_after_burnin_min,total_time_for_analyzed_1000_deaths_after_burnin_max,observed_death_rate_after_burnin_mean,observed_death_rate_after_burnin_std,observed_death_rate_after_burnin_min,observed_death_rate_after_burnin_max,t_zone_observed_deaths_mean,t_zone_observed_deaths_std,t_zone_observed_deaths_min,t_zone_observed_deaths_max,t_zone_observed_fraction_mean,t_zone_observed_fraction_std,t_zone_observed_fraction_min,t_zone_observed_fraction_max,t_zone_density_ratio_mean,t_zone_density_ratio_std,t_zone_density_ratio_min,t_zone_density_ratio_max,t_zone_binomial_p_value_greater_mean,t_zone_binomial_p_value_greater_std,t_zone_binomial_p_value_greater_min,t_zone_binomial_p_value_greater_max,death_rejected_mean,death_rejected_std,death_rejected_min,death_rejected_max,accepted_activations_total_mean,accepted_activations_total_std,accepted_activations_total_min,accepted_activations_total_max
T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0,5,5,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8,1.0,488.14422861858947,11.226980991785249,471.5022881834876,500.9629978166836,2.0494502045634855,0.047583119126710004,1.9961554133902881,2.1208804815192,905.0,4.301162633521313,900.0,911.0,0.905,0.004301162633521317,0.9,0.911,11.92976016258738,0.604070048651363,11.249999999999996,12.794943820224718,4.553875787464007e-204,0.0,3.212407236322101e-215,2.259350268660129e-203,72454.4,1924.3719235116687,70041.0,75175.0,24744.2,398.6322867004127,24176.0,25065.0
T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0,5,5,5.0,0.5,0.005,100.0,1.0,5.0,5.0,2.0,0.8,1.0,862.3980379865545,22.993597913977478,827.2294020942251,888.3563309318031,1.1602263158811543,0.03137036945743174,1.1256744227297768,1.2088545178258734,913.2,6.870225614927067,907.0,923.0,0.9132,0.0068702256149270734,0.907,0.923,13.226054616454926,1.1882545960889086,12.190860215053762,14.98376623376623,3.076164715035289e-211,0.0,6.968189947356058e-229,7.690399260947758e-211,127724.2,1674.9073705730714,125821.0,129725.0,36722.6,466.80595540331313,36053.0,37308.0
T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2,5,5,5.0,0.5,0.005,100.0,1.0,7.5,1.2,2.0,0.8,1.0,431.65306094620763,20.764330407596113,409.5824158067494,456.64911877221897,2.320971721957658,0.11168159668202807,2.1898651697580735,2.441511064458938,932.4,17.812916661793484,912.0,953.0,0.9324,0.017812916661793445,0.912,0.953,18.3755986592866,5.435002058069042,12.954545454545451,25.34574468085106,5.010644274114543e-217,0.0,3.1630698174071197e-267,2.5053221062113312e-216,63807.6,1159.8126141752382,62050.0,65219.0,23053.0,268.9851297005097,22677.0,23382.0
T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0,5,5,5.0,0.5,0.005,100.0,1.0,7.5,2.0,2.0,0.8,1.0,779.2339377406012,30.887804158180767,736.7901892721317,815.1211175342861,1.284939800197256,0.051367855137838606,1.2268115479880661,1.357238484659915,931.6,5.504543577809154,926.0,938.0,0.9316000000000001,0.005504543577809126,0.926,0.938,17.122239393934073,1.5132949930490929,15.64189189189189,18.91129032258064,3.9619160100395722e-233,0.0,3.2578234916682977e-247,1.972556138572983e-232,115111.2,2164.9174811063817,111563.0,117465.0,34027.6,607.3432308011674,32955.0,34450.0
T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0,5,5,5.0,0.5,0.005,100.0,1.0,7.5,3.0,2.0,0.8,1.0,1164.819961361648,52.39380685726647,1088.1194979034865,1215.980968835572,0.8599282201500633,0.03965633767078255,0.8223812918368318,0.9190167090349276,947.6,7.3006848993775915,941.0,956.0,0.9475999999999999,0.007300684899377598,0.941,0.956,22.999292414838877,3.5400821614274856,19.936440677966097,27.159090909090907,9.544162388989455e-252,0.0,1.8040580461449158e-271,4.544071236599038e-251,173428.8,4059.9197282704986,167029.0,176328.0,46670.4,1095.9650085655107,45038.0,47653.0
T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0,5,5,5.0,0.5,0.005,100.0,1.0,7.5,5.0,2.0,0.8,1.0,2022.5512202352147,50.293870370068376,1951.7293030161036,2062.5389088335696,0.4946729640264991,0.01246264987264923,0.4848393384081813,0.5123661352292301,945.0,9.40744386111339,936.0,961.0,0.945,0.009407443861113371,0.936,0.961,22.14878106240402,4.9383918325478735,18.281249999999996,30.801282051282048,2.2234836662844307e-245,0.0,9.455174097393969e-279,1.111741808158777e-244,295124.8,3505.172420866055,291857.0,299219.0,74109.6,869.1707542249682,73188.0,75267.0
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2,5,5,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8,0.0,23.699848771572732,0.7111252908294542,22.97148627789047,24.72424225013067,42.224441966878416,1.2533870679198955,40.44613338937475,43.5322289512663,428.4,17.67201177002777,408.0,444.0,0.4284,0.017672011770027786,0.408,0.444,0.9385039662605476,0.06712032273289166,0.8614864864864864,0.9982014388489207,0.7517895479977712,0.23232667594204823,0.5234937600411222,0.9907986355091236,2477.8,183.97472652513986,2271.0,2672.0,16642.6,574.1213286405583,15769.0,17249.0
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0,5,5,5.0,0.1,0.0001,1000.0,1.0,2.5,2.0,2.0,0.8,0.2,33.39623516138529,3.518545494867273,30.81924033432205,39.21299641691311,30.18844555701616,2.9114060692327675,25.501749199882266,32.4472631107115,457.2,10.134100848126586,446.0,472.0,0.4572,0.010134100848126576,0.446,0.472,1.0535214037842273,0.04335045487051529,1.0063176895306856,1.1174242424242422,0.2529832100415327,0.1694972112015094,0.04273593670706721,0.47275621692234754,3928.4,470.71254497835514,3462.0,4609.0,15847.8,907.547354136411,14390.0,16599.0
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0,5,5,5.0,0.1,0.0001,1000.0,1.0,2.5,3.0,2.0,0.8,1.0,146.11764971551636,26.99210013294716,101.87558677467995,169.24143809593406,7.077293421536623,1.5936357160096346,5.90871840401848,9.815894383133399,650.4,39.067889628184425,587.0,694.0,0.6504,0.03906788962818443,0.587,0.694,2.3592468083791927,0.3793948235499416,1.7766343825665853,2.834967320261437,2.1305578408157756e-20,4.76407216205925e-20,3.655392788754124e-57,1.0652789204078878e-19,21461.8,4590.54579543653,14017.0,24543.0,12791.4,224.5858410496975,12518.0,13010.0
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0,5,5,5.0,0.1,0.0001,1000.0,1.0,2.5,5.0,2.0,0.8,1.0,576.3081078999982,52.48743567589817,507.1655908368211,637.8084008250175,1.747028794695415,0.16290439310495766,1.567868969280556,1.9717425986057222,781.6,13.63084736911099,764.0,801.0,0.7816000000000001,0.013630847369111002,0.764,0.801,4.491610313762143,0.3644814351765721,4.046610169491525,5.031407035175878,7.839541724375112e-95,1.752974802489481e-94,2.6096105722575224e-118,3.9197708294061085e-94,85270.4,6207.1304400664885,76893.0,93330.0,13176.6,273.5750354107626,12829.0,13588.0
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2,5,5,5.0,0.1,0.0001,1000.0,1.0,3.5,1.2,2.0,0.8,1.0,45.09171680850752,6.003752270422434,37.95588484682016,52.407999810456396,22.497808546812536,3.022366221527064,19.081056396288584,26.3463756420311,508.2,30.96288100290411,473.0,544.0,0.5082,0.030962881002904136,0.473,0.544,1.2997599620944533,0.16044903062380464,1.1219165085388991,1.4912280701754383,0.009658046765592647,0.016156605383289172,1.706468427631253e-10,0.037276505725661956,6305.0,744.8023227675918,5383.0,7259.0,15043.8,627.5481654821405,14303.0,16045.0
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0,5,5,5.0,0.1,0.0001,1000.0,1.0,3.5,2.0,2.0,0.8,1.0,369.1879975240178,35.107307728237096,316.51127405493526,399.9098428045074,2.7296759574279155,0.2768777428627207,2.50056360950546,3.159445119248533,808.6,16.531787562148264,799.0,838.0,0.8086,0.01653178756214823,0.799,0.838,5.32506203706042,0.6403238630421203,4.968905472636815,6.466049382716047,1.569753826476882e-117,2.8240546586288138e-117,3.1918959627814397e-146,6.519929828718951e-117,51953.2,5693.935519480354,43544.0,57897.0,13159.2,394.3509857981846,12568.0,13584.0
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0,5,5,5.0,0.1,0.0001,1000.0,1.0,3.5,3.0,2.0,0.8,1.0,772.3500007124645,65.55982279598618,659.2884582361349,822.4649615774804,1.3030661037713267,0.12258244125770501,1.2158572665296392,1.5167867532148327,859.4,8.384509526501834,852.0,871.0,0.8593999999999999,0.00838450952650184,0.852,0.871,7.6664664746060085,0.5452563553172628,7.195945945945945,8.439922480620153,2.7802452003860083e-158,3.80685758174962e-158,8.451657987716941e-175,6.9504487443101295e-158,116347.8,4964.087549590559,108183.0,121093.0,14560.8,409.4773498009383,14080.0,15141.0
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0,5,5,5.0,0.1,0.0001,1000.0,1.0,3.5,5.0,2.0,0.8,1.0,1746.9736364030184,106.00838696838129,1659.189745627965,1895.8883307835836,0.5740606362886667,0.033838725657795186,0.5274572261261259,0.6027038213290807,885.8,15.352524222420234,866.0,905.0,0.8857999999999999,0.015352524222420246,0.866,0.905,9.85753011168713,1.5124618159206982,8.07835820895522,11.907894736842103,6.419258109678514e-171,0.0,1.1080862577756982e-208,3.2096290546378107e-170,261362.8,10281.501748285607,249671.0,274418.0,20172.2,561.2127047742238,19585.0,20900.0
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2,5,5,5.0,0.1,0.0001,1000.0,1.0,5.0,1.2,2.0,0.8,1.0,550.4480758372491,27.799158957623163,521.7888169341888,590.4034991290015,1.8203467946555143,0.09027295850979616,1.6937568992650953,1.9164841551713938,879.6,24.684002916869055,843.0,909.0,0.8795999999999999,0.024684002916869077,0.843,0.909,9.476972072513473,2.139742728903843,6.7117834394904445,12.486263736263734,5.178197435843779e-151,1.1578801467461796e-150,5.091376850639078e-213,2.5890987179218896e-150,80779.2,4544.504230386413,76247.0,86612.0,13867.0,217.26366470259126,13495.0,14065.0
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0,5,5,5.0,0.1,0.0001,1000.0,1.0,5.0,2.0,2.0,0.8,1.0,1344.9224073756643,72.06860438093237,1259.6852183858691,1429.0784267848367,0.7452629325856778,0.0402716579259187,0.6997516590113363,0.7938491183387675,903.6,12.660963628413123,892.0,925.0,0.9036,0.012660963628413133,0.892,0.925,11.927373430494093,2.011652477560142,10.32407407407407,15.416666666666663,7.987279594674977e-196,0.0,3.0473445551393793e-231,3.993609482604817e-195,201470.2,8146.436810041554,187733.0,207552.0,18050.2,420.90640289736626,17324.0,18414.0
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0,5,5,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8,1.0,2338.413717123899,158.33828665479857,2168.8576609283527,2538.2598621843126,0.42920913273952815,0.028984831001361323,0.3939706942138875,0.46107221235162216,932.2,12.617448236470002,916.0,946.0,0.9321999999999999,0.012617448236469956,0.916,0.946,17.69156703120214,3.41238544978909,13.630952380952376,21.89814814814814,1.6354794251305057e-221,0.0,1.1876764826868842e-257,8.177396093904473e-221,345463.6,16773.700584546037,321720.0,364030.0,23866.2,976.4766766287867,22526.0,24915.0
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0,5,5,5.0,0.1,0.0001,1000.0,1.0,5.0,5.0,2.0,0.8,1.0,4110.666500596927,127.83574761530477,3984.2657133959096,4293.796112793258,0.2434558065014029,0.007488177590087663,0.23289415094035906,0.25098727643535346,925.4,2.1908902300206647,922.0,928.0,0.9254,0.002190890230020666,0.922,0.928,15.517440517440514,0.485757891862975,14.775641025641022,16.11111111111111,2.0641846393871978e-228,0.0,7.911801379621607e-235,1.0317480549972999e-227,617764.2,9860.428778709373,605363.0,629901.0,35536.2,587.1926430056834,34799.0,36414.0
T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT1p2,5,5,5.0,0.1,0.0001,1000.0,1.0,7.5,1.2,2.0,0.8,1.0,1959.3147662305873,95.79760810287243,1806.3135245750527,2056.3361800226885,0.511396380998512,0.025940490040478093,0.4863018069297242,0.5536137477768466,945.0,9.027735042633894,933.0,956.0,0.945,0.009027735042633865,0.933,0.956,21.97732349384801,3.8384223980745387,17.40671641791044,27.159090909090907,1.2385901385684934e-241,0.0,1.8040580461449158e-271,6.192950683925721e-241,295100.8,10745.28844191723,284693.0,306688.0,21860.2,639.4675128573773,21162.0,22691.0
T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT2p0,5,5,5.0,0.1,0.0001,1000.0,1.0,7.5,2.0,2.0,0.8,1.0,3637.3079698344714,65.94829581305862,3537.179437416399,3697.928818421642,0.2750016931903173,0.005039401283156116,0.2704216465764266,0.28271113119735103,944.0,6.363961030678928,938.0,953.0,0.944,0.006363961030678933,0.938,0.953,21.314931911563654,2.6880326301290496,18.91129032258064,25.34574468085106,1.3031294074612143e-247,0.0,3.1630698174071197e-267,3.2578234916682977e-247,548214.0,11447.733487463796,536448.0,562540.0,32594.2,644.7303312238381,31692.0,33358.0
T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT3p0,5,5,5.0,0.1,0.0001,1000.0,1.0,7.5,3.0,2.0,0.8,1.0,5908.5335133081335,202.06940952788884,5667.040836942533,6154.392335481288,0.16940459422071127,0.005771154280204567,0.1624855786711553,0.17645893664311715,948.6,7.569676347110224,937.0,955.0,0.9486000000000001,0.007569676347110189,0.937,0.955,23.462380011293046,3.3500439013928207,18.591269841269835,26.52777777777777,1.2137980407193684e-246,0.0,4.795129188467924e-270,6.068990203341252e-246,869902.6,20326.282377749256,854638.0,905311.0,46789.2,838.5569151822672,45833.0,48126.0
T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT5p0,5,5,5.0,0.1,0.0001,1000.0,1.0,7.5,5.0,2.0,0.8,1.0,10169.598020497262,275.7545457000262,9717.441926314357,10411.631250399718,0.09839160398144488,0.0027341086098707783,0.09604642884001569,0.10290774131534029,949.8,14.131525041551601,929.0,963.0,0.9498,0.014131525041551574,0.929,0.963,25.143783900461894,6.722862058231161,16.355633802816897,32.533783783783775,9.801301342347547e-237,0.0,0.0,4.900650671173773e-236,1512190.2,33671.95297573338,1463055.0,1553595.0,75140.2,1668.0020083920763,72473.0,76730.0
